Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,..,-9.4319740700862,28.6000011706788,8.83227780288267,1.41411799339429,11.2297148272859,5.35740324748592,13.8263195471281,3.92498381999467,21.3905283926492,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.71088679128353,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.06256753999989,-3.31371614712083,8.96955339178935,4.82668831434437,3.93662525742167,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,3.80000000133003,2.99999999909851,5.40000000000001,6.5,4.50000000000001,5.39999999999989,2.90000000000011,3.09999999999988,2.5000000000001,1.19999999999996,4.80000000000005,2.99999999999984,2.40000000000005,2.60000000000001,4.09999999999997,3.20000000000009,3.89999999999995,1.50000000000003,1.40000000000002,0.899999999999949,-4.99999999999997,3.79999999999995,3.59999999999998,4.10000000000004,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,..,..,..,0.965517241379317,0.409836065573771,-0.408163265306129,-4.09836065573771,1.85185185185186,-2.65734265734265,-4.16666666666666,0.299850074962521,0,-4.33482810164425,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,3.52836236122388,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.00806975341139093,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,3.05462423430785,4.2059985561951,13.6656887608562,2.99000000000001,10.9500000059465,15.0299999905513,11.549999997879,14.0100000086059,11.1699999942146,0.860000002152788,4.39837593810763,3.47205314798103,8.54210707584141,4.95461303112738,4.82255926962156,0.943571561325001,-2.58004964404932,-0.147212941085755,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04472652391918,1.00128936028298,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,6.20349167681688,-4.54806804210732,1.027224986623,6.07689599725983,5.76673543217628,6.47391719763229,12.7080125311953,9.31533050979209,-0.0140064472754204,-11.9629660759428,-7.84043006330508,-1.95872181050282,3.37283525153347,-0.600715511931753,2.21145251322996,1.44515529873077,4.09976553877765,2.46333336590416,6.95318609219737,3.10044514982847,-18.8803992026325,8.1917184618173,9.51639564359461,3.86201218730389,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,5.26987967384072,-1.61100162090189,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,5.90000000312092,9.59999999927597,13.1999999979356,14.0000000015501,10.4999999988202,13.8999999991133,13.1999999994661,13.7000000015467,6.90000000042959,-14.1000000006998,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.29999999959539,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,7.62292064930222,4.1820016304779,-0.944953481157384,1.11050459944282,7.29372807096192,-0.383137672063768,1.12741146411624,3.0895443848509,1.83575517191368,-11.6777413693852,-2.73345679250639,3.36923718421511,-1.04079988436683,6.43148260418822,-1.58657513817235,-0.623625902371245,1.71962497989442,7.04853338603499,2.39708527621045,-2.23244039160568,-26.2118207828803,24.1326273569798,8.51791810517545,4.26371941452948,..
