Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],source_dataset
Afghanistan,AFG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,15.6363457848375,15.5268867498312,15.4681024024914,15.4540373237616,15.4872829663627,15.5637763476013,15.6961942592096,15.896548904235,16.1551622947386,16.4397545671275,16.7430582537576,17.0434262738665,17.3341342003836,18.2833912859109,19.2702186833505,20.2941507106953,21.3541814997194,22.4631265094613,21.7516226112499,20.9067977474871,19.8349761768377,17.9461351135492,6.86395023176554,6.84624734407811,6.80438606806718,Gender Statistics
Albania,ALB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,42.6356193866904,42.6901659487498,42.6280650587519,42.768925337026,42.9254401023417,43.1062157656585,43.3166357596483,43.5605418963098,43.8369310544298,42.7477213103187,43.3310063907532,44.7612864054754,43.8492969996312,42.6721811293968,42.04858554715,43.3882963772883,44.4821163582646,43.7711262646417,44.2877541941132,44.8243956703689,44.741529681699,45.0351457227794,44.9838115488655,44.9944538998128,45.0708978208838,Gender Statistics
Algeria,DZA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,13.2003753955994,13.4124046610693,13.657902830125,13.9341174453648,14.2268553836777,14.5525332761811,14.8940505219184,15.2650145371148,15.6546336501925,16.0667771075902,16.144970816751,16.4348045898723,16.7506235283397,17.0939234373742,17.4657441262716,17.545082639305,17.3211421190996,17.1857214877658,17.061013766909,16.9518285165323,16.9151161247313,17.0055822455524,16.6717663791013,16.8300563797742,16.8213936235278,Gender Statistics
Angola,AGO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,50.3998512836396,50.4400589522293,50.4730006272579,50.4783114444896,50.4656253200158,50.4458317785284,50.4182606228414,50.3853072600525,50.345680917421,50.3025153593868,50.2612969215801,49.6928851831463,49.6935864846165,49.7012146797074,49.7127962856803,49.7293671462917,49.7466731277636,49.763782635441,49.783801287152,49.8040700912994,49.816717969628,50.0541807630485,49.5188853699635,49.4506384736283,49.4135257394374,Gender Statistics
Argentina,ARG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.7307063921041,41.5075208800309,40.9578712482256,41.2091313237418,41.4591721374085,41.0098110524289,41.3329800969844,41.067381097597,40.7976360050623,41.1465624561473,40.5900049662423,40.4758223030244,40.7365007792398,40.6222954901307,40.7548590472828,40.949878735332,41.1544274598568,41.3536477921114,42.0493149154833,42.2633100586483,42.2659141441896,42.4041313742487,42.9402622703507,43.2479806527258,43.2536782258649,Gender Statistics
Armenia,ARM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.1051622606843,49.3149513113962,49.3730739625212,49.4112452656749,49.4521672299197,49.4945140149123,49.5447862945838,49.6091238777145,49.7588927250818,49.8995977312518,50.0982314369723,50.2150556231092,50.2480981586908,50.2561266332289,50.2671910808466,50.2761850712628,50.24198500748,50.29866399161,50.2177457863202,50.7174294151759,51.2188762078534,50.9312878898809,50.3422841326494,50.3047810326312,50.2254943217106,Gender Statistics
Australia,AUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.8381663556757,44.1655965484144,44.2708013736693,44.641377969827,44.5360637126181,44.8785823390265,45.0346032247332,45.1311981251528,45.2453607748524,45.3993241223728,45.3195651762421,45.5026695981224,45.6261911162689,45.7333917448342,45.919060822246,46.1133826979131,46.4203066906294,46.6097831437911,46.7744849814682,46.8990769548796,46.9709934784906,47.1749288751872,47.4388189017502,47.4234908813432,47.4466821062347,Gender Statistics
Austria,AUT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.7913668749812,44.015738211511,44.4730494368598,44.4867937044112,45.1227401885519,45.4653597709875,45.631019165715,45.6760851141474,45.9044318307678,46.2573649847916,46.3654803389436,46.5636724260198,46.7200859353453,46.7740746833511,46.8933490383762,46.7735524316646,46.7377126761258,46.7292000989559,46.5823341303522,46.6606882394252,46.8182687251525,46.7129957870693,46.7976239861348,46.9103936029029,46.8931813826019,Gender Statistics
Azerbaijan,AZE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,50.7565078906534,50.7762261763284,51.0827782099012,50.7406678444438,50.6837707871105,50.6964218092638,50.4931894941148,48.7803882593138,49.518747243268,50.8007389029462,52.3570243347329,51.7387566537209,51.2032131828047,51.0410432481809,51.049894340349,51.0883170048493,50.825631075067,50.398046833744,50.1984113371911,50.0255490239152,50.0126012088696,50.0869401485931,50.037107942616,49.9268457817262,49.8638434508929,Gender Statistics
"Bahamas, The",BHS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.6514490450461,46.7943868351147,46.9441363936777,46.9337423515975,47.0387435350559,47.2544239171606,47.4480250297412,47.6102619975126,47.5825340737002,47.4543927565112,47.6020490382315,47.6958403589426,47.8816885954541,47.7852254945466,47.8993377971733,47.9705989441107,47.963853849304,48.1090812108281,48.2750444576171,48.2772413253394,48.3161477349871,48.5162881165071,48.584309646808,48.8465426006302,48.8435747121589,Gender Statistics
Bahrain,BHR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,19.9835665836125,20.2591328529895,20.3382731028108,20.3948944324676,20.4671319629838,20.5480047747123,20.638144868145,20.7396443380498,20.8610857739076,21.0137535773573,21.2797640252504,20.8355970237392,20.5884982551265,20.826105810928,21.4551167495801,21.5127176918139,20.9445374580065,20.439566243811,20.5416970704208,20.7121552619143,20.8184970985565,21.2605640004094,21.479977345876,21.4772423572443,21.5066822134583,Gender Statistics
Bangladesh,BGD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,24.1640675285096,24.3815179396559,24.5527245932359,24.7116215553744,24.8713114558934,25.0396456067087,25.1972477639826,26.5765567102458,28.0008077849927,29.4660663191172,30.9669645258127,30.695132191597,30.3991525342479,30.0967735039524,30.3222496341607,30.5528198510496,30.7886799752479,32.4425972668918,33.3303981796415,34.1487248770059,34.8762833334796,35.7881798220608,36.5470471565248,36.6680753844261,36.9409927465997,Gender Statistics
Barbados,BRB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.2144240998147,48.2837897511022,48.4012395430922,48.5065011128031,48.6087681144692,48.7587219483284,48.9177663071495,49.0865877528195,49.2604795778336,49.4279176201373,49.540320982762,49.6107203652631,49.2660250638602,49.5824525006893,50.3922768190283,49.8434216769471,49.9656183030797,49.84643958741,49.4392852632069,49.9932987549087,49.9405889502237,50.0043904383008,49.6552005549435,49.9773073666384,49.9310682051247,Gender Statistics
Belarus,BLR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.8597168618548,49.042596127356,49.1925230407116,49.3189755848382,49.4070805134802,49.4822800486668,49.5595148197567,49.6139449558935,49.6489307271271,49.6609459676838,49.6676679506522,49.6896246748727,49.7118860969683,49.7088347148919,49.6941035021431,49.669591119501,49.6368393038471,49.4205195317684,49.0287915801357,49.3042422688498,49.1563339308891,49.3020810166928,49.1662134738109,49.1304402435175,49.1098977968055,Gender Statistics
Belgium,BEL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.0722518869631,42.4324804280582,42.8753342963761,43.1087638516995,43.8930771905734,44.1628766261591,44.4301958502739,44.6941469929121,44.9631205961632,45.121880868368,45.2789062130221,45.3366249933716,45.3434839727816,45.7118564694219,46.0456189929539,46.0942477395928,46.0051823904301,46.0059456159767,46.456051210517,46.5370722409447,46.5288000574471,46.6328440425,46.8267617902964,46.7787908614179,46.8191197305444,Gender Statistics
Belize,BLZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,33.2714358664872,33.5755377271362,33.8836528392212,34.2024760301394,34.5235746695601,34.8497634331118,35.1808459231029,35.5158138474222,35.8506175028068,36.1871246169976,36.4668977008707,36.6908425405002,36.9233337930934,37.158722489479,37.3309601397151,37.7569503084371,38.1250580693115,37.8567734330836,39.3780786452,40.846086599328,39.8188680930897,39.1181506849315,39.2762855672214,39.4268271092966,39.5091624070204,Gender Statistics
Benin,BEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.678022631846,46.2931690052993,46.9278758353743,47.1808273434765,47.43319513182,47.7233123427759,48.0079437181572,48.2551276406913,48.5054500049523,48.7616862854829,49.0206596882921,49.2854119533364,49.3633163599824,49.4363355231745,49.5082043463542,49.5798356655819,49.6540029572955,49.729591440129,49.8057677882285,49.882641405475,49.6088358012997,49.529873097588,49.2773517982573,49.3206626420384,49.3320842332799,Gender Statistics
Bhutan,BTN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.0315033262197,40.2472729466504,40.4978625643412,40.7863810708093,41.114139785309,41.4797423983044,41.8643460163262,42.2315308453922,42.5481219876513,42.8016760850344,42.2652735882043,42.0657094927096,44.5518965480802,40.5293408407178,39.1749885189954,39.6084068399989,39.6802384349242,39.7920349322107,39.9382697014126,41.8134063524558,42.5935597040472,43.1486697512315,38.2904389751173,40.1357205670967,40.1137143658493,Gender Statistics
Bolivia,BOL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.7373974321484,41.6525986632622,41.6275434786857,41.6531886169516,41.6818812152852,41.7143983674426,41.7472582034463,41.7828197808715,41.8202918459002,41.8555069722045,41.8926968824523,41.9300523725704,41.96722720824,42.0057594754997,42.0447875237077,42.0832807135463,42.1214529396182,42.9518585257259,44.1691283577969,44.5905753682301,45.0058734424265,45.7917932047678,45.9980896785561,46.0812854419781,46.2387992638855,Gender Statistics
Bosnia and Herzegovina,BIH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,41.6206725279214,41.6402223495361,41.6534102994619,41.6665821875144,41.7074197128225,41.7369156368768,41.779177352039,41.8203195026579,41.8682484973309,41.7631466916548,41.7283382434425,41.6972204116299,41.6271012527945,41.6178594171831,41.5763780551222,41.6156041375646,41.6317536518935,41.6454451887635,41.6885796323042,41.7216792625653,41.5794932433404,41.781557149456,41.8930401136452,42.4571473743846,42.4569413812689,Gender Statistics
Botswana,BWA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,43.7810197767071,44.063986992181,44.3699123622074,44.6910870274819,45.0234218416849,45.3748946449269,45.7428063280161,45.7099207259364,45.7121535964647,45.7500886629625,45.5929805756875,45.7371535324693,45.8436720913006,45.8771153441746,45.9032729828698,45.9246051111825,45.9472374553981,45.9766654041103,46.0154292366277,46.0654048374394,46.0558041997985,46.2925139863245,46.6250638214801,46.7765184777595,46.8966557732534,Gender Statistics
Brazil,BRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.0258817808456,40.7533700484708,41.4212499918282,41.6414621966131,42.0254112054618,42.5277020778649,42.5255140460103,42.6041384430644,42.5103648708704,42.7810837174239,42.4400401697802,42.085094445273,41.8908934119707,41.9291063161246,42.0324409270386,42.3754441598679,42.5375348108722,43.0557704870793,43.2677330746062,43.596293445255,42.5816100206282,43.0075756040014,43.4208190589127,43.3245861425663,43.3416278052626,Gender Statistics
Brunei Darussalam,BRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.5123841595866,37.0777641636761,37.3207882595524,37.5598269213787,37.7961704472403,38.0389036152005,38.2947359191592,38.6744347582612,39.1533970276009,39.6073945225372,40.0387799698378,40.3751308478944,40.5469414393924,40.643061474692,40.7440581681627,40.850453443053,40.9609302325581,41.0792340327944,40.445912030418,39.5114281502789,39.5677976288527,39.8265480956848,38.9634048251544,38.9362481943816,38.8776121959575,Gender Statistics
Bulgaria,BGR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,45.9018046379072,46.9287766667601,46.9435220045969,46.3160107149476,46.4980210252199,46.1266697339739,46.5466416012851,46.4992750087696,46.1859745940273,46.0119304032107,46.2871992608331,46.5115053506191,46.6934596989298,46.5891556278666,46.4511799541708,46.5956808503969,46.1580750291483,46.4751834848207,46.1854771122621,46.1814981688626,46.0499776342783,46.1755006342007,46.5604115763303,46.7902525629092,46.8050755652707,Gender Statistics
Burkina Faso,BFA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.1871763902916,45.6489544843141,45.0839855731246,44.5020935020126,43.908414627899,43.3091404210143,42.721533288981,42.873755386364,43.0899620110341,43.3455167923589,43.629701342852,43.938626984086,44.262444964443,44.6210629690752,45.0155802716145,44.9328122952652,44.8508201805173,44.7749765125322,44.7211656749768,44.6925285985729,44.5611885963503,44.462168837473,44.3312480834503,44.3404027633015,44.2636161848094,Gender Statistics
Burundi,BDI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,51.9528381261891,51.8903974643906,51.7937444063271,51.6531656834327,51.4624169037643,51.2369057973462,50.9742587967657,51.1802484840162,51.3510123080469,51.4671589761095,51.5714036951562,51.687168615649,51.7793527720361,51.8492046615644,51.9098892613542,51.7596133674041,51.6323183456973,51.5713067765814,51.57326572631,51.6267006398125,50.8770821808464,51.7126857981318,51.6106246711197,51.6213246980158,51.6293792956185,Gender Statistics
Cabo Verde,CPV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.7556898379721,40.0844309783091,40.4054437899053,40.7423685953399,41.1040132580321,41.493528121375,41.9153334531727,42.3753706015985,42.8747816334893,43.4161931066595,43.3626586552105,43.3963262674762,43.4591622066987,43.5059442695362,43.5494168029712,43.5803269578104,43.6004003930125,43.6140985462427,43.3455367718316,43.4152039040629,43.2905921763455,43.4549423740628,43.1266538396501,43.2420702376216,43.2092936239967,Gender Statistics
Cambodia,KHM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,52.2008957022615,51.5008436121007,50.8154811512759,50.1544839256832,49.7254635421985,49.3167447899227,48.9352358571283,48.5642551385291,48.0253120725535,49.5831710419141,50.3182711763833,50.1843089687886,49.4021950538502,48.4777127527595,48.383608862486,48.1314308623749,48.4438137109221,48.9475803220985,48.9209102028363,48.8745979328801,48.8201683558475,48.2283721430601,48.0629233888112,48.025143580142,47.9711771879583,Gender Statistics
Cameroon,CMR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,48.2746358415476,48.2840593591382,48.2977306666767,48.3093139407528,48.3123427884502,48.3076845843563,48.3011503204239,48.2985190063868,47.8136982547386,47.2747899419619,46.6776885548492,46.7068076568228,46.753605969058,46.8168536059013,46.8978201852656,46.5388417786813,46.1485296869078,45.7351951115474,45.3197136150933,44.9129738104668,44.4538905066068,44.1617584876129,43.9764553250803,44.0136968691632,43.8217953910108,Gender Statistics
